client_id,status,latency_ms
2,OK,2646
1,OK,3102
3,OK,3586
4,OK,4064
5,OK,2857
6,OK,2898
7,OK,2941
8,OK,2984
9,OK,3093
10,OK,3080
11,OK,3071
12,OK,3048
13,OK,2980
14,OK,3039
15,OK,3052
16,OK,3051
17,OK,3023
18,OK,2989
19,OK,2939
20,OK,2825
