client_id,status,latency_ms
3,OK,2794
1,OK,3268
2,OK,3763
4,OK,4283
5,OK,3010
6,OK,3044
7,OK,3020
8,OK,3025
9,OK,3058
10,OK,3028
11,OK,3005
12,OK,2929
